gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
OffShoreWind_Class12_Moderate_floating_0,Wind,2030,0.0010573084599382306,0.0,0.0,0.0003930060035854508,103.2573965763453,31.380350368287484,127.34008290494387,0.30795687011976647,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2040,6792.234911341689,0.0,0.0,1736.4856267940866,413710629.4157317,122311105.30631289,78.91684279455562,0.4477430768848269,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2050,6596.120349150632,0.0,0.0,1736.485631085497,413710631.0844221,122311105.57995752,81.26318324883229,0.43481523414348794,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2030,0.0007907045392068581,0.0,0.0,0.00028259250954206535,73.86151486964066,22.564164109405294,121.94906466044681,0.32028821599007296,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2040,0.001562423903309931,0.0,0.0,0.0005164606406079079,131.1515641779725,39.03579013559513,108.92521162344782,0.34629723151871145,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2050,0.001452068372274089,0.0,0.0,0.00051893074284695,132.10067564534066,39.19304520856383,117.96532733898805,0.3203059753089059,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2030,78015.9304391016,0.0,0.0,21598.200358163038,4098014393.9225664,1991850831.6308699,78.05925265875177,0.41347866117329724,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2040,167613.78369371564,0.0,0.0,44199.212605640365,7854188056.2823105,3810305676.0478396,69.59149465681733,0.4340927893883128,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2050,164349.70557198217,0.0,0.0,44228.51262906747,7861817913.202867,3812442028.6441875,71.03304445369963,0.4253573781780973,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2030,9361.08802877068,0.0,0.0,2639.999469215108,477616659.2047596,243468671.0494249,77.03007684982524,0.40589141374526166,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2040,10855.592075961238,0.0,0.0,2880.0022601618916,518339189.2556135,262779055.60457203,71.95537925470724,0.4314674732243561,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2050,10642.639371915116,0.0,0.0,2880.002274891497,518339192.9950412,262779056.6751167,73.39516283258199,0.4230034310999457,0.0,0.0
Offshore Wind Turbine,Wind,2030,91.1873945364188,0.0,0.0,29.3,0.0,3266832.8000000003,35.8254868077767,0.35624974424772,0.0,0.0
Offshore Wind Turbine,Wind,2040,105.98769205731053,0.0,0.0,29.3,0.0,3266832.8000000003,30.822756270921833,0.41407135691044444,0.0,0.0
Onshore Wind Turbine,Wind,2030,379636.59486200986,0.0,0.0,154352.3,0.0,6637148900.0,17.482900726186493,0.28154144722612245,0.0,0.0
Onshore Wind Turbine,Wind,2040,273295.01825438906,0.0,0.0,122207.9,0.0,5254939700.0,19.228084483810772,0.25598811864517357,0.0,0.0
Onshore Wind Turbine,Wind,2050,101688.42280283179,0.0,0.0,51818.200000000004,0.0,2228182600.0,21.911861139987614,0.22463455480641817,0.0,0.0
Petroleum Liquids,Distillate,2030,17.586968297128116,111853.00044092382,15906.845463792113,6386.099999999999,0.0,134108100.0,7631.784553927837,0.00031524095933702496,0.0,0.0
Petroleum Liquids,Distillate,2040,108.25993268426538,694841.3007420446,98813.05511194315,4127.1,0.0,86669100.0,806.9831481932894,0.0030026874952978027,0.0,0.0
Petroleum Liquids,Distillate,2050,48.53444227148357,297628.2719384201,42325.29909316071,1672.8999999999999,0.0,35130900.0,729.9667331863926,0.003320988997815996,0.0,0.0
Small Hydroelectric,Water,2030,23009.133623349036,0.0,0.0,4946.9,0.0,232741751.20000002,10.115189689881243,0.5324201819881408,0.0,0.0
Small Hydroelectric,Water,2040,20705.221549643626,0.0,0.0,4511.4,0.0,212252347.2,10.25115073949321,0.5253586911743513,0.0,0.0
Small Hydroelectric,Water,2050,18347.175085317147,0.0,0.0,4021.6000000000004,0.0,189208236.8,10.312663171314005,0.5222250592370438,0.0,0.0
Solar Photovoltaic,Solar,2030,255839.47795449392,0.0,0.0,116478.3,0.0,2635088580.9,10.299773131059554,0.2514258409313838,0.0,0.0
Solar Photovoltaic,Solar,2040,240101.66968227783,0.0,0.0,116318.7,0.0,2631477950.1,10.959848607392805,0.23628329310427926,0.0,0.0
Solar Photovoltaic,Solar,2050,149457.68042880815,0.0,0.0,81080.2,0.0,1834277364.6,12.272887946188415,0.21100405481037415,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2030,234079.49593872763,-2874496210.1275754,0.0,98868.74094291397,6374446009.207896,1708649580.9754393,22.251412321133653,0.27101401150664434,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2040,1484946.7037343818,-18235145521.858208,0.0,647281.5429840869,34304579012.41395,9754413799.716179,17.390420292748182,0.2626062257076236,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2050,2193742.395619005,-26939156618.201378,0.0,956962.6135311343,49688073592.05906,13993328293.343777,16.74865988849796,0.26240858045343485,0.0,0.0
distributed_generation,Solar,2030,141166.6560788665,0.0,0.0,72744.0,0.0,0.0,0.0,0.2221377271282109,0.0,0.0
distributed_generation,Solar,2040,133199.41751606,0.0,0.0,72744.0,0.0,0.0,0.0,0.2096006003378638,0.0,0.0
distributed_generation,Solar,2050,123157.65733966768,0.0,0.0,72744.0,0.0,0.0,0.0,0.19379903753322983,0.0,0.0
