gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Natural Gas Internal Combustion Engine,Naturalgas,2040,362.18456445211564,1645631.519715169,169738.33360777475,5300.0,0.0,111300000.0,311.84551360042207,0.007822425626600743,0.0,0.0
Natural Gas Internal Combustion Engine,Naturalgas,2050,940.7581039869003,4352344.06136273,448934.05121607066,5087.6,0.0,106839600.0,118.19397950454544,0.021166662454450508,0.0,0.0
Natural Gas Steam Turbine,Naturalgas,2030,545.2562580704017,575790.6085223444,285446.2699414598,6762.900000000001,0.0,267030295.3608,490.78957280811227,0.009229008961519616,0.0,0.0
Natural Gas Steam Turbine,Naturalgas,2040,239.3244534311042,252726.62282324606,140177.5296351433,1888.5,0.0,90151210.5,377.7463432036977,0.014506326938782172,0.0,0.0
Natural Gas Steam Turbine,Naturalgas,2050,331.86963605662874,350454.3356758,219678.6215970991,1109.7,0.0,50196434.1,152.3094701771713,0.034233342697213315,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2030,8.944180669914227e-07,0.0017888361339828452,0.0003018317519558327,3.8112323520252052e-06,0.22876352135782602,0.10671450585670575,377.07966307410135,0.026863494804912857,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2040,7.281326876127967e-07,0.0014562653752255934,0.00024571682177411457,4.943025808105533e-06,0.2941849530958974,0.13840472262695494,596.1083034482486,0.016861842355147132,0.0,0.0
NaturalGas_CCAvgCF_Moderate,Naturalgas,2050,7.565220655902589e-07,0.001513044131180518,0.00025529714668939374,8.425085034885684e-06,0.48729984775744756,0.2359023809767992,957.9565564951299,0.010278616943945391,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2030,5.44118984869989e-07,0.006158378214472424,2.0671602589436353e-05,1.233319757685289e-06,0.1762648929753539,0.08378043638405214,489.23804347221005,0.050501649670249026,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2040,4.761914778161685e-07,0.005414366443388512,1.809097138605494e-05,1.6180255600946055e-06,0.22775815859499218,0.10991710387305403,720.4867052322236,0.03368865058731219,0.0,0.0
NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,2050,5.103712134528441e-07,0.005798582109956818,1.938949235543846e-05,2.8473492013116204e-06,0.37958283344132765,0.1934254295485906,1134.089913073348,0.02051789546383416,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2030,5.44399922870313e-07,0.0027219996143515645,0.0002807705583008884,4.453503208102996e-06,0.21516099427553204,0.09352356737016292,572.0180113512431,0.013992768855430208,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2040,7.053892082333474e-07,0.003526946041166737,0.00036379968749973297,6.089715890086891e-06,0.29051656394267533,0.12788403369182472,598.1485664239002,0.013259255954206847,0.0,0.0
NaturalGas_CTAvgCF_Moderate,Naturalgas,2050,7.748307927110242e-07,0.003874153963555121,0.00039961371249132033,1.1013889863020103e-05,0.5044676646591182,0.23129168712342216,954.5742279526886,0.008052922455211513,0.0,0.0
Nuclear,Uranium,2030,798980.7630763139,2263757599.702257,0.0,96852.6,0.0,20589964773.1234,28.60359526658943,0.9443052709149004,0.0,0.0
Nuclear,Uranium,2040,656466.0400111126,1859511828.6925757,0.0,96852.6,0.0,20589964773.1234,34.19746831296248,0.7758689200129288,0.0,0.0
Nuclear,Uranium,2050,583009.4516304781,1651379131.255886,0.0,96216.2,0.0,20426114021.031,37.86815649479384,0.6936090793728727,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2030,2.049246495229156e-05,0.058198600464508025,0.0,3.1767141720533455e-06,0.7995636420660004,0.4636732005529063,64.4839674563233,0.7384199730316268,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2040,3.503622938850994e-05,0.09950289146336821,0.0,5.8599719234277064e-06,1.4497257287700742,0.855321501943508,68.6303910022212,0.6843987387276546,0.0,0.0
Nuclear_Nuclear_Moderate,Uranium,2050,3.2203304379566876e-05,0.09145738443796991,0.0,5.86478264895895e-06,1.4537776877654127,0.8560236754420484,74.56560107443632,0.6285442965441483,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2030,1.7078153380608254e-05,0.0,0.0,6.225670158391544e-06,1.639788596319958,0.49710108513708967,125.12416499803919,0.31400905845747457,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2040,6816.460027230832,0.0,0.0,1736.485010128735,413710468.61994404,122311058.23199642,78.6363485901197,0.44934015235563274,0.0,0.0
OffShoreWind_Class12_Moderate_floating_0,Wind,2050,6606.24706012817,0.0,0.0,1736.4850101751815,413710468.64065504,122311058.23489395,81.13858322234007,0.4354829410807049,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2030,9.687005778939985e-06,0.0,0.0,3.4223052629046935e-06,0.8958167557521896,0.27326080832715105,120.6851312735842,0.324009831512645,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2040,1.818742982327711e-05,0.0,0.0,6.196020110090773e-06,1.578752247462145,0.46861898106623623,112.57067372477565,0.33600511336093625,0.0,0.0
OffShoreWind_Class12_Moderate_floating_1,Wind,2050,1.7047571754017755e-05,0.0,0.0,6.2283780816336255e-06,1.5922027160996437,0.4706594923172243,121.0062194300895,0.31331048871106243,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2030,75949.65021780603,0.0,0.0,21598.19999097887,3965119404.5481577,1991850797.768044,78.4331486087558,0.4025275356682943,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2040,152814.45412970474,0.0,0.0,41879.214985326,7293417927.442967,3623640983.198181,71.43996274969543,0.41768922948498083,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_0,Wind,2050,141151.2143395658,0.0,0.0,41908.514985081754,7300132513.00631,3625777334.080184,77.40570917655842,0.38554024712168833,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2030,9360.706959161262,0.0,0.0,2640.0000072905286,477616755.02430505,243468720.67235443,77.03322824254616,0.4058748080613427,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2040,17985.01426860614,0.0,0.0,5200.000014447703,912954182.2031484,449443761.24819684,75.75184112194384,0.3959084913584041,0.0,0.0
OffShoreWind_Class3_Moderate_fixed_1,Wind,2050,16683.78712305904,0.0,0.0,5200.000015203283,912954182.3857403,449443761.3031825,81.65999324013923,0.3672642618140787,0.0,0.0
Offshore Wind Turbine,Wind,2030,91.48487830950411,0.0,0.0,29.3,0.0,3266832.8000000003,35.70899213472111,0.3574119500396309,0.0,0.0
Offshore Wind Turbine,Wind,2040,99.67704718412655,0.0,0.0,29.3,0.0,3266832.8000000003,32.77417311495398,0.3894170104019246,0.0,0.0
Onshore Wind Turbine,Wind,2030,366010.8723988376,0.0,0.0,154352.3,0.0,6637148900.0,18.13374793076524,0.2714365056222252,0.0,0.0
Onshore Wind Turbine,Wind,2040,232165.63056734286,0.0,0.0,122207.9,0.0,5254939700.0,22.63444286373702,0.21746332356371095,0.0,0.0
Onshore Wind Turbine,Wind,2050,78377.78933830878,0.0,0.0,51818.200000000004,0.0,2228182600.0,28.428750272380153,0.17314025854113183,0.0,0.0
Petroleum Liquids,Distillate,2030,17.200801408259988,111931.50479784574,15918.064402952306,6386.099999999999,0.0,134108100.0,7803.126628759526,0.00030831903746542734,0.0,0.0
Petroleum Liquids,Distillate,2040,26.881970017424134,178003.34733858876,25313.880422900453,4127.1,0.0,86669100.0,3230.6822487729414,0.0007455958378960047,0.0,0.0
Petroleum Liquids,Distillate,2050,34.5369683863453,210641.21771297164,29955.424390355365,1672.8999999999999,0.0,35130900.0,1023.2959888768281,0.0023632061410616403,0.0,0.0
Small Hydroelectric,Water,2030,23009.133638393578,0.0,0.0,4946.9,0.0,232741751.20000002,10.115189683267419,0.5324201823362641,0.0,0.0
Small Hydroelectric,Water,2040,20705.22155519303,0.0,0.0,4511.4,0.0,212252347.2,10.2511507367457,0.5253586913151577,0.0,0.0
Small Hydroelectric,Water,2050,18347.175100789776,0.0,0.0,4021.6000000000004,0.0,189208236.8,10.31266316261708,0.5222250596774491,0.0,0.0
Solar Photovoltaic,Solar,2030,251272.7620493296,0.0,0.0,116478.3,0.0,2635088580.9,10.48696468096563,0.2469379081231606,0.0,0.0
Solar Photovoltaic,Solar,2040,194313.37185192772,0.0,0.0,116318.7,0.0,2631477950.1,13.542443965746529,0.19122317415004103,0.0,0.0
Solar Photovoltaic,Solar,2050,103453.22165940356,0.0,0.0,81080.2,0.0,1834277364.6,17.730500173681833,0.14605505177586708,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2030,693098.5039949702,-8511249629.058233,0.0,303082.55548658327,19192885516.392754,5237872723.919131,22.96860910750022,0.261770917794987,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2040,2007827.3875843922,-24656120319.536335,0.0,880777.932950356,49869952777.15206,13713241606.689991,19.38765966886163,0.2609440047349895,0.0,0.0
UtilityPV_Class1_Moderate,Solar,2050,2810003.632728258,-34506844609.90301,0.0,1250769.6356724745,69075305278.87138,18777688033.549717,18.984370013331205,0.25716799946046726,0.0,0.0
distributed_generation,Solar,2030,138084.77544264053,0.0,0.0,72744.0,0.0,0.0,0.0,0.21728812610465748,0.0,0.0
distributed_generation,Solar,2040,112012.09422060147,0.0,0.0,72744.0,0.0,0.0,0.0,0.17626054701709704,0.0,0.0
distributed_generation,Solar,2050,89294.65061781413,0.0,0.0,72744.0,0.0,0.0,0.0,0.1405127193908112,0.0,0.0
